20. Decembre 2016 | 09:48:52 | - WarnPlayers = 0
20. Decembre 2016 | 09:48:52 | - SingleplayerCheats = 1
20. Decembre 2016 | 09:48:52 | - MinFPS = 8
20. Decembre 2016 | 09:48:52 | - DisableBadWeapons = 1
20. Decembre 2016 | 09:48:52 | - CBug = 16
20. Decembre 2016 | 09:48:52 | - AntiBugKill = 1
20. Decembre 2016 | 09:48:52 | - NoReload = 60
20. Decembre 2016 | 09:48:52 | - NoReloadForSawnOff = 50
20. Decembre 2016 | 09:48:52 | - ActiveGMC = 2
20. Decembre 2016 | 09:48:52 | - GMCBan = 0
20. Decembre 2016 | 09:48:52 | - ServerSideHealth = 1
20. Decembre 2016 | 09:48:52 | - CheckVMPos = 0
20. Decembre 2016 | 09:48:52 | - QuickTurn = 0
20. Decembre 2016 | 09:48:52 | - VehicleTeleport = 1
20. Decembre 2016 | 09:48:52 | - Wallride = 170
20. Decembre 2016 | 09:48:52 | - DisplayTextDraw = 1
20. Decembre 2016 | 09:48:52 | - AFK = 0
20. Decembre 2016 | 09:48:52 | - PickupTeleport = 1
20. Decembre 2016 | 09:48:52 | - FlyHack = 40
20. Decembre 2016 | 09:48:52 | - JunkBusterChrome = 1
20. Decembre 2016 | 09:48:52 | - CheckWalkAnims = 1
20. Decembre 2016 | 09:48:52 | - ReportMoneyHack = 1
20. Decembre 2016 | 09:48:52 | - SpeedhackAdvanced = 20
20. Decembre 2016 | 09:48:52 | - Joypad = 1
20. Decembre 2016 | 09:48:52 | - ArmedVehicles = 0
20. Decembre 2016 | 09:48:52 | - VehicleRepair = 2
20. Decembre 2016 | 09:48:52 | - TuningHack = 1
20. Decembre 2016 | 09:48:52 | - PayForGuns = 0
20. Decembre 2016 | 09:48:52 | - SpawnVehicles = 2
20. Decembre 2016 | 09:48:52 | - MaxTotalWarnings = 0
20. Decembre 2016 | 09:48:52 | - TooManyWarningsAction = 1
20. Decembre 2016 | 09:48:52 | - AirbrakeDetection = 1
20. Decembre 2016 | 09:48:52 | - SpeedhackDetection = 0
20. Decembre 2016 | 09:48:52 | 0 IP-bans have been loaded.
20. Decembre 2016 | 09:48:52 | 0 temporary bans have been loaded.
20. Decembre 2016 | 09:48:52 | 0 whitelist entries have been loaded.
20. Decembre 2016 | 09:48:52 | 0 blacklist entries have been loaded.
20. Decembre 2016 | 09:48:52 | 41 bad words have been loaded.
20. Decembre 2016 | 09:48:52 | 4 forbidden weapons have been loaded.
20. Decembre 2016 | 09:48:52 | JunkBuster has been configurated.
20. Decembre 2016 | 09:48:52 | JunkBuster (v11) has successfully been loaded.
20. Decembre 2016 | 09:50:03 | Loading JunkBuster...
20. Decembre 2016 | 09:50:03 | Current JunkBuster configuration: 
20. Decembre 2016 | 09:50:03 | - WeaponHack = 0
20. Decembre 2016 | 09:50:03 | - MoneyHack = 0
20. Decembre 2016 | 09:50:03 | - Jetpack = 1
20. Decembre 2016 | 09:50:03 | - HealthHack = 1
20. Decembre 2016 | 09:50:03 | - ArmourHack = 1
20. Decembre 2016 | 09:50:03 | - DriveBy = 0
20. Decembre 2016 | 09:50:03 | - Spam = 0
20. Decembre 2016 | 09:50:03 | - CommandSpam = 0
20. Decembre 2016 | 09:50:03 | - BadWords = 1
20. Decembre 2016 | 09:50:03 | - CarJackHack = 1
20. Decembre 2016 | 09:50:03 | - TeleportHack = 1
20. Decembre 2016 | 09:50:03 | - MaxPing = 600
20. Decembre 2016 | 09:50:03 | - SpectateHack = 1
20. Decembre 2016 | 09:50:03 | - Blacklist = 1
20. Decembre 2016 | 09:50:03 | - IpBans = 1
20. Decembre 2016 | 09:50:03 | - TempBans = 1
20. Decembre 2016 | 09:50:03 | - SpawnKill = 5
20. Decembre 2016 | 09:50:03 | - CapsLock = 1
20. Decembre 2016 | 09:50:03 | - 3DSpeed = 0
20. Decembre 2016 | 09:50:03 | - MaxSpeed = 230
20. Decembre 2016 | 09:50:03 | - AdminImmunity = 1
20. Decembre 2016 | 09:50:03 | - Advertisement = 0
20. Decembre 2016 | 09:50:03 | - FreezeUpdate = 0
20. Decembre 2016 | 09:50:03 | - SpawnTime = 10
20. Decembre 2016 | 09:50:03 | - CheckpointTeleport = 1
20. Decembre 2016 | 09:50:03 | - Airbrake = 150
20. Decembre 2016 | 09:50:03 | - TankMode = 1
20. Decembre 2016 | 09:50:03 | - WarnPlayers = 0
20. Decembre 2016 | 09:50:03 | - SingleplayerCheats = 1
20. Decembre 2016 | 09:50:03 | - MinFPS = 8
20. Decembre 2016 | 09:50:03 | - DisableBadWeapons = 1
20. Decembre 2016 | 09:50:03 | - CBug = 16
20. Decembre 2016 | 09:50:03 | - AntiBugKill = 1
20. Decembre 2016 | 09:50:03 | - NoReload = 60
20. Decembre 2016 | 09:50:03 | - NoReloadForSawnOff = 50
20. Decembre 2016 | 09:50:03 | - ActiveGMC = 2
20. Decembre 2016 | 09:50:03 | - GMCBan = 0
20. Decembre 2016 | 09:50:03 | - ServerSideHealth = 1
20. Decembre 2016 | 09:50:03 | - CheckVMPos = 0
20. Decembre 2016 | 09:50:03 | - QuickTurn = 0
20. Decembre 2016 | 09:50:03 | - VehicleTeleport = 1
20. Decembre 2016 | 09:50:03 | - Wallride = 170
20. Decembre 2016 | 09:50:03 | - DisplayTextDraw = 1
20. Decembre 2016 | 09:50:03 | - AFK = 0
